id,date,text
411,1774-02-28,The North Common Pasture has a numerous Growth of Red Cedars upon it  perhaps 1000 which in 20 years if properly pruned may be worth a Shilling  each. It is well walled in all round. The Prunings of those Cedars will make  good Browse for my Cattle in Winter and good fuel when the Cattle have picked  off all they will eat. There is a Quantity of good Stone in it too.   3    
412,1774-03-02,About 9 at Night I step'd over the Way and took a Pipe with Justice  Quincy and a Mr. Wendel of  Portsmouth. Mr. Wendell seems a Man of Sense  and Education   5      and not ill affected to the public Cause.
413,1774-03-05,The Happiness of the Family where I dined upon account of the Colls. justly  applauded Oration was complete. The Justice and his Daughters were all  joyous.   6    
414,1774-03-06,Neighbour Quincy spent the  Evening with me.
415,1774-03-07,This Evening there has been an Exhibition in  Kingstreet of the Portraits of the soldiers and the Massacre --  and of H --n and C. J. Oliver in  the Horrors -- reminded of the Fate of Empson and   8      Dudley whose Trunks were exposed with their Heads off and  the Blood fresh streaming after the Ax.
416,1774-03-08,Last Night 28 Chests and an half of Tea were drowned.
417,1774-03-09,This day the General Court prorogued in Anger by the Governor.   9    
418,1774-03-11,The Right of private judgment and the Liberty of Conscience was claimed by  the Papists and allowed them in the reign of James 2d.But has been prohibited by Law ever since. The  Advocates for the Administration now in  America claim the Right of private judgment to overthrow the  Constitution of this Province the Priviledges of  all  America and british Liberties into the Bargain -- sed Non  allocatur.
419,1774-03-12,The same Spirit spreads like a Contagion into all the other Colonies into  Ireland and into  Great Britain too from this single Province of  Mass. Bay that no Pains are too great to be taken no Hazards  too great to be run for the Destruction of our Charter.
420,1774-03-13,Heard Mr. Lothrop [Lathrop] in the  Forenoon and Dr. Cooper in the Afternoon. Last evening  justice Pemberton spent with me. He says that Moses  Gill has made many justices by lending Money.   12    
421,1774-03-28,Rode with Brother Josiah Quincy to  Ipswich Court. Arrived at Piemonts in  Danvers in good order and well conditioned. Spent the evening  and lodged agreably. Walked out in the Morning to  hear the Birds sing. Piemont says there is a Report that the  Sons of Liberty have received some Advices from  England which makes them look down -- that they have received a  Letter from Mr. Bollan that they must submit -- and other  Letters which they keep secret.
422,1774-03-29,At a Meeting of the Bar a Doubt of Brother Lowell was  mentioned upon the Law of the Prov [Province]  [  ] for the Relief of poor Prisoners for Debt. Questions  were asked whether appealing an Action was not fraud whether trading without  insuring was not fraud &c. A Question also about the Duty of the Sheriff?  Whether a Party Plaintiff could controul the Kings  Precept &c. by ordering the Sheriff not to serve it &c. Mr.  Wetmore was agreed to be recommended for the Oath &c.   14    
423,1774-03-30,A dull Day. My Head is empty but my Heart is full. I am wanted at my  Office but not wanted here. There is Business there but none here.  My Wife perhaps wants to see me. I am anxious  about her. I cannot get the Thoughts of her State of Health out of my Mind. I  think she must remove to  Braintree -- and I and the Family at least for the  Season.
424,1774-03-31,Franklin Lee Chatham  Campden [Camden]  Grenville and Shelburne  Hilsborough Dartmouth  Whately Hutchinson Oliver  J [Judge] Oliver Barnard  [Bernard] Paxton  Otis Thatcher Adams  Mayhew Hancock Cushing  Phillips Hawley Warren  with many other Figures would make up the Groope.   15      [ -- see   ]   16      [ -- see   ]   17      [ -- see   ]   18    
425,1774-06-20,I will keep an exact Jounal  of my journey as  well as a Journal of the Proceedings of the Congress.
426,1774-06-25,Should the Opposition be suppressed should this Country submit what Infamy  and Ruin! God forbid. Death in any Form is less terrible.   23  [  --  ]  s 24 - 40  [ s -- no s available ]    [  -- ]    [  -- ]
427,1774-08-15,We went up the Steeple of  Weathersfield Meeting House from whence is the most grand and  beautifull Prospect in the World at least that I  ever saw. Then We rode to  Middleton and lodged at Bigelows. There  Mr. Hobby and another Gentleman came to see us.   3    
428,1774-08-16,The Numbers of Gentlemen who have waited on Us from Hartford to this Place  the Heat of the Weather and the shortness of the Time have made it impossible  for me to learn the Names.   5    
429,1774-08-17,This Afternoon and Evening We had a plentifull  Rain.   7    
430,1774-08-18,After noon We rode to Quintards of  Norwalk where we are to put up having rode 36 Miles and  having 50 Miles to  N. York.
431,1774-08-19,Rode to Fitch's of  Stamford where we breakfasted. Rode to  Havilands of  Rye the first Town in the Province of  N. York. The Barber says that Religion dont flourish in this  Town. The congregational Society have no Minister. The Church minister has  45 from the Society. They have a School for Writing and Cyphering but  no Grammar School. There is no Law of this Province that requires a Minister or  school Master.
432,1774-08-20,In our Walks they shewed us the House of  Mr. William Smith one of their Council and the famous Lawyer  -- Mr. Thomas Smith &c. Mr. Rivington's  Store &c.   12    
433,1774-08-21,We then went to Mr. David Vanhorns who sent his  Compliments to Mr. McDougal and requested him to introduce Us  to his House as he was sick and unable to come out. He seems well affected to  the public Cause and speaks very sensibly about it.
434,1774-08-22,P. V. Livingston is a sensible Man and a Gentleman -- he  has been in Trade is rich and now lives upon his Income. Phill.  Livingston is a great rough rappid Mortal.  There is no holding any Conversation with him. He blusters away. Says if  England should turn us adrift we should instantly go to civil  Wars among ourselves to determine which Colony should govern all the rest.  Seems to dread  N. England -- the Levelling Spirit &c. Hints were thrown out  of the Goths and Vandalls -- mention was made of our hanging the Quakers  c. I told him the very Existence of the Colony was at that Time at Stake  -- surrounded with Indians at War against whom they could not have defended  the Colony if the Quakers had been permitted to go on.
435,1774-08-23,With all the Opulence and Splendor of this City there is very little good  Breeding to be found. We have been treated with an assiduous Respect. But I  have not seen one real Gentleman one well bred Man since I came to Town. At  their Entertainments there is no Conversation that is agreable. There is no Modesty -- No Attention to one  another. They talk very loud very fast and Altogether. If they ask you a  Question before you can utter 3 Words of your Answer they will break out upon  you again -- and talk away.   23    
436,1774-08-24,This Day Cushing and Paine went over to  Long Island to dine with Phill. Livingston.  Adams and I sent our Excuse that we were not very well. It was  raw and wett.
437,1774-08-25,After Dinner the  Connecticutt Delegates came in. In the Evening several Gentlemen  came to our Lodgings and among others Mr. Sears.
438,1774-08-26,This Morning We went to see the City Hall the Chamber where the  Supream Court sitts and  that where the Mayor and Recorder sit. Afterwards We went down to the new Dutch  Church which is a much more elegant Building than  St. Pauls -- it is the most elegant Building in the City. The  Pillars are smaller than Dr. Coopers and the Pews are all  painted but the Building is not so handsome. At Nine o Clock We crossed  Powlus Hook Ferry to  N. Jersey -- then  Hackinsack Ferry then  Newark Ferry and dined at  Elizabeth Town. After Dinner We rode twenty miles crossed  Brunswick Ferry and put up at Farmers in the  City of Brunswick. That Part of the Province of  New Jersey which We have passed is all upon a Level -- as fine a  Road as ever was trod. Yet the Lands seem to be good.   27    
439,1774-08-27,By the Account of Whitwell and Pidgeon  the Government of this Colledge is very Strict and  the Schollars study very hard. The President says  they are all Sons of Liberty.
440,1774-08-28,Smith he says is the oracle of  New York for Chamber Council. Scott is a  Character very much like that of old Mr. Auchmuty. Set up all  Night at his Bottle.   31      Yet argue to Admiration next Day. An  admirable Speaker according to him. Duane is a plodding Body  but has a very effeminate feeble Voice. He says the Virginians speak in  Raptures about Richard Henry Lee and Patrick  Henry -- one the Cicero and the other the  Demosthenes of the Age. Jo Reed is at the  Head of his Profession in  Philadelphia. Fisher is next.  Walln and Dickenson have  retired.
441,1774-08-29,A Gentleman who returned into Town with Mr. Paine and me in  our Coach undertook to caution us against two Gentlemen particularly. One was  Dr. Smith the Provost of the Colledge who is looking up to Government for an American  Episcopate and a Pair of lawn Sleeves. Soft polite insinuating adulating  sensible learned industrious indefatigable he has had Art enough and  Refinement upon Art to make Impressions even on Mr. Dickinson  and Mr. Reed.
442,1774-08-30,Dr. Shippen then carried Us into his Chamber where he  shewed Us a Series of Anatomical Paintings of  exquisite Art. Here was a great Variety of Views of the human Body whole and  in Parts. The Dr. entertained us with a very clear concise and comprehensive  Lecture upon all the Parts of the human Frame. This Entertainment charmed me.  He first shewed us a Set of Paintings of Bodies  entire and alive -- then of others with the Skin taken off then with the first  Coat of [  ] Muscles taken off then with the second then  with all -- the bare bones. Then he shewed Us  paintings of the Insides of a Man seen before all the Muscles of the Belly  being taken off. The Heart Lungs Stomach Gutts.   36    
443,1774-08-31,Mrs. Lynch enquired kindly  after Mrs. Adams's Health and Mrs.  Smith and family and Mr. Boylstone And Mrs.  and Mr. Gill &c.
444,1774-09-01,[  ] I find that there is a Tribe of People here  exactly like the Tribe in the  Massachusetts of Hutchinsonian Addressers. There is indeed a  Sett in every Colony. We have seen the Revolutions of  their Sentiments. Their Opinions have undergone as many Changes as the Moon. At  the Time of the Stamp Act and just before it they professed to be against the  Parliamentary Claim of Right to tax Americans to be Friends to our  Constitutions our Charter &c. Bernard was privately  secretly endeavouring to procure an Alteration of our Charter. But he concealed  his Designs untill his Letters were detected.  Hutchinson professed to be a stanch Friend to Liberty and to  our Charter untill his Letters were detected -- a  great Number of good People thought him a good Man and a Sincere Friend to the  Congregational Interest in Religion and to our Charter Priviledges. They went on with this machiavilian  Dissimulation untill those Letters were detected --  after that they waited untill the  Boston Port Bill was passed and then thinking the People must  submit immediately and that Lord North would carry his  whole System triumphantly they threw off the Mask. Dr. Smith  Mr. Galloway Mr. Vaughan and others in this  Town are now   40      just where the Hutchinsonian Faction were in the  Year 1764 [1765] when We were endeavouring to obtain a  Repeal of the Stamp Act.
445,1774-09-02,These Gentlemen from  Virginia appear to be the most spirited and consistent of any.  Harrison said he would have come on foot rather than not come.  Bland said he would have gone upon this Occasion if it had  been to  Jericho.
446,1774-09-03,He says that George Haley is the worst Enemy to  America that he knew there -- swore to him that he would stand  by Government in all its Measures and was allways  censuring and cursing  America.   45  [  --  ]   46  [  -- ]    [  -- ]    [  -- ]
447,1774-09-04,Went in the Afternoon to Christ Church and heard Mr.  Coombs [Coombe]. This is a more noble Building and  a genteeler Congregation. The Organ and a new Choir of Singers were very  musical. Mr. Coombs is celebrated here as a fine Speaker. He  is sprightly has a great deal of Action speaks distinctly. But I confess I  am not charmed with his oratory. His Style was indifferent his Method  confused. In one Word his Composition was vastly inferiour to the ordinary Sermons of  our HowHuntChaunceyCooperElliot  and even Stillman. Mr. Mifflin spent the  Sunday Evening with Us at our Lodgings.
448,1774-09-05,This is a Question of great Importance. -- If We vote by Colonies this  Method will be liable to great Inequality and Injustice for 5 small Colonies  with 100000 People in each may outvote 4 large ones each of which has 500000  Inhabitants. If We vote by the Poll some Colonies have more than their  Proportion of Members and others have less. If We vote by Interests it will  be attended with insuperable Difficulties to ascertain the true Importance of  each Colony. -- Is the Weight of a Colony to be ascertained by the Number of  Inhabitants merely -- or by the Amount of their Trade the Quantity of their  Exports and Imports or by any compound Ratio of both. This will lead us into  such a Field of Controversy as will greatly perplex us. Besides I question  whether it is possible to ascertain at this Time the Numbers of our People or  the Value of our Trade. It will not do in such a Case to take each other's  Words. It ought to   4      be ascertained by authentic Evidence from  Records.
449,1774-09-06,Went to congress again. Received by an express an Intimation of the  Bombardment of  Boston -- a confused account but an alarming one indeed. -- God  grant it may not be found true.
450,1774-09-07,We had much Conversation upon the Practice of Law in our different  Provinces but at last We got swallowed up in Politicks and the great Question of Parliamentary  Jurisdiction. Mr. Allen asks me from whence do you derive  your Laws? How do you intitle yourselves to  English Priviledges? Is not Lord  Mansfield on the Side of Power?
451,1774-09-08,At Evening We climbed up the Steeple of Christ Church with Mr.  Reed from whence We had a clear and full View of the whole City and  of  Delaware River.
452,1774-09-09,Attended my Duty upon Committees. Dined at home.
453,1774-09-10,He says We never were guilty of a more Masterly Stroke of Policy than in  moving that Mr. Duche might read Prayers it has had a very  good Effect &c. He says the Sentiments of People here are growing more  and more favourable every day.
454,1774-09-11,We drank Coffee and then  Reed Cushing and I strolled to the Moravian  Evening Lecture where we heard soft sweet Music and a dutchified english  Prayer and Preachment.   9    
455,1774-09-12,Attended my Duty on the Committee untill one O  Clock and then went with my Colleagues and Messrs.  Thompson and Mifflin to the Falls of  Schuylkill and viewed the Museum at  Fort St. Davids a great Collection of Curiosities. Returned and  dined with Mr. Dickinson at his Seat at Fair Hill with his  Lady Mrs. Thompson Miss  Norris and Miss Harrison. Mr.  Dickinson has a fine Seat a beautyfull  Prospect of the City the River and the Country -- fine Gardens and a very  grand Library. The most of his Books were collected by Mr.  Norris once Speaker of the House here father of Mrs.  Dickinson. Mr. Dickinson is a very modest Man and  very ingenious as well as agreable. He has an  excellent Heart and the Cause of his Country lies near it. He is full and  clear for allowing to Parliament the Regulation of Trade upon Principles of  Necessity and the mutual Interest of both Countries.
456,1774-09-13,1. and 2. Phil. and Mary. C. 10. ss. 7.
457,1774-09-14,This Day Mr. Chase introduced to us a Mr.  Carrell [Carroll] of  Anapolis a very sensible  Gentleman a Roman catholic and of the first Fortune in  America. His Income is Ten thousand Pounds sterling a Year now  will be fourteen in two or 3 years they say besides his father has a vast  Estate which will be his after his father.
458,1774-09-15,Dined with Mr. Wallace with a great deal of Company at a  paultry elegant Feast again.
459,1774-09-17,Dined with old Mr. Smith with much Company. Visited the  bettering House a large Building -- very clean neat and convenient for the  Poor Viewed the Gardens &c.
460,1774-09-18,Went to Dr. Allisons Meeting in the Afternoon.   12      Heard Mr. a very ingenious Preacher of Benevolence and  Humanity. Spent the Evening at home with General  Lee Capt.  DagworthyMr. McDougall and others. Wrote many  Letters to go by Mr. Paul Revere.
461,1774-09-19,Dined with Dr. Rush in Company with Dr.  Shippen and many others.Folsom and  Sullivan from  N. Hampshire. Mr. Blair &c. &c.
462,1774-09-20,A Question was started about the Conduct of the Bostonian Merchants since  the Year 1770 in importing Tea and paying the Duty. Mr.  Hancock it is said has received the Freight of many Chests of Tea. I  think the Bostonian Merchants are not wholly justifiable -- yet their Conduct   13      has been exaggerated. Their fault and guilt has been  magnified.Mr. Hancock I believe is justifiable but I am not  certain whether he is strictly so. He owned a Ship in Partnership  with Geo. Hayley who is agreed here to be a ministerial Man  and Haley I suppose sent the Tea in the Ship.
463,1774-09-21,Captn. Callender came to  breakfast with Us. Coll. Dagworthy  and his Brother Captn. Dagworthy  breakfasted with Us. Mrs. Yard entertained Us with Muffins  Buck Wheat Cakes and common Toast. Buckwheat is an excellent grain and is very  plenty here. -- Attended Congress from 9 to after 3. -- Rode out of Town six  Miles to Mr. Hills where we dined with Mr.  Hill and Lady Mr. Dickinson and his Lady  Mr. Thompson and his Lady old Mr. Meredith  father of Mrs. Hill Mr. Johnson of  Maryland and Mr. Jo Reed.
464,1774-09-22,In the Evening General Lee and Coll. Lee and Coll. Dyer and Mr. Deane and  half a Score friends from  Boston came to our Lodgings. Coll. Lee staid till 12 o  Clock and was very social and agreable.
465,1774-09-23,We had much Conversation about Mr. Franklin. The  C. [Chief] J. [Justice] and Attorney  General had much droll Chat together.   15    
466,1774-09-24,Dined with Mr. Charles Thompson with only Mr.  Dickenson his Lady and Niece in Company. A most delightfull Afternoon we had. Sweet Communion indeed we  had -- Mr. Dickinson gave us his Thoughts and his  Correspondence very freely.
467,1774-09-25,Went in the Evening to Quaker Meeting and afterwards went to Supper  at Stephen Collins's.
468,1774-09-26,Dined at old Dr. Shippens with Mr. And Mrs.  Blair young Dr. Shippen the Jersey  Delegates and some Virginians. Afterwards went to the Hospital and heard  another Lecture upon Anatomy from young Dr. Shippen.
469,1774-09-27,Dined at Mr. Bayards with Dr.  CoxDr. Rush Mr. Hodge Mr.  Deane Coll. Dyer.Dr. Cox gave us a  Toast  May the fair Dove of Liberty in this Deluge of Despotism find Rest to the  Sole of her Foot in  America.   16    
470,1774-09-28,Dined with Mr. R. Penn. A magnificent  House and a most splendid Feast and a very large Company. Mr.  Dickinson and General Lee were there and Mr.  Moiland [Moylan] besides a great Number of the  Delegates. -- Spent the Evening at Home with Coll. Lee Coll. Washington and Dr. Shippen who came in to consult with us.
471,1774-09-29,Dined at Home with the Delegates from  North Carolina and a No. of other  Gentlemen.
472,1774-09-30,Dined at Mr. Jonathan Smiths -- Dr.  Allison Mr. Sprout and many other Gentlemen.
473,1774-10-01,Dined with Mr. Webster. Spent the Evening  with Stephen Collins. Went to see the Election at the State  House.Mr. Dickinson was chosen.
474,1774-10-02,Spent the Evening at home with Mr. Macdougal Mr.  Cary of Charlestown Mr. Reed  and Coll. Floyd.
475,1774-10-03,Dined at home. This Day Charles Thompson and Thos.  Mifflin were chosen Burgesses for this City. The Change in the  Elections for this City and County is no small Event. Mr.  Dickinson and Mr. Thompson now joined to Mr.  Mifflin will make a great Weight in favour of  the American Cause.
476,1774-10-05,Dined with Dr. Cadwallador in Company with Governor  Hamilton Gen. Lee  Mr. Henry Mr. PendletonMr. De  Hart and many others -- Mr. Maese and others. --  Spent the Evening at Home with Mr. McDougal and Mr.  Sherman -- in sad and solemn Consultation about the Miseries and  Distresses of our dear Town of  Boston.
477,1774-10-06,Dined with Mr. Hodge Father in Law to Mr.  Bayard.
478,1774-10-07,Dined with Mr. Thos. Smith with a large Company the  Virginians and others.
479,1774-10-08,Dined with Mr. George Clymer -- Mr.  Dickinson and a large Company again.
480,1774-10-09,Went in the Afternoon to the Romish Chappell and  heard a good discourse upon the Duty of Parents to their Children founded in  justice and Charity. The Scenery and the Musick is  so callculated to take in Mankind that I wonder  the Reformation ever succeeded. The Paintings the Bells the Candles the Gold  and Silver. Our Saviour on the Cross over the Altar at full Length and all  his Wounds a bleeding. The Chanting is exquisitely soft and sweet.   20    
481,1774-10-10,Galloway Duane  and Johnson are sensible and learned but cold  Speakers.Lee Henry  and Hooper [are] the  orators.Paca is a deliberater too. Chase  speaks warmly. Mifflin is a sprightly and spirited  Speaker.John Rutledge dont exceed in Learning or oratory tho he is a rapid Speaker. Young Edward  Rutledge is young and zealous -- a little unsteady and injudicious  but very unnatural and affected as a Speaker. Dyer  and Sherman speak often but and long but  very heavily and clumsily.   21    
482,1774-10-11,Henry said he had no public Education. At fifteen he read  Virgill and Livy and has not looked into a Latin Book since. His father left  him at that Age and he has been struggling thro Life  ever since. He has high Notions. Talks about exalted Minds &c. He has a  horrid Opinion of Galloway Jay  and the Rutledges. Their System he says would ruin the  Cause of America. He is very impatient to see such Fellows and  not be at Liberty to describe them in their true Colours.
483,1774-10-12,Dined with Captn. Richards  with Dr. Coombs.
484,1774-10-13,Mr. Duane has had his Heart sett upon  asserting in our Bill of Rights the Authority of Parliament to regulate the  Trade of the Colonies. He is for grounding it on Compact Acquiescence  Necessity Protection not merely on our Consent.
485,1774-10-14,Old Israel Pemberton was quite rude and his Rudeness was  resented. But the Conference which held till 11 O Clock I hope will produce  good.   24    
486,1774-10-15,Dined at Mr. Wests with the Rutledges and  Mr. Middleton. An elegant House rich furniture and a  splendid Dinner.
487,1774-10-16,Staid at Home all day. Very busy in the necessary  Business of putting the Proceedings of the Congress into Order.
488,1774-10-17,Dined at Home.
489,1774-10-18,Dined at Stephen Collins's.
490,1774-10-19,Dined at Home.
491,1774-10-20,Dined with the whole Congress at the City Tavern at the Invitation of the  House of Representatives of the  Province of Pensylvania the  whole House dined with Us making near l00 Guests in the Whole a most elegant  Entertainment. A toast was A Sentiment was given  May the Sword of the Parent never be Stain'd with the Blood of her  Children. Two or 3 broadbrims over against me at Table -- one of em said  this is not a Toast but a Prayer come let us join in it -- and they took their  Glasses accordingly.   25    
492,1774-10-21,Dined at the Library Tavern with Messrs.  Marcoo's [Markoes] and a dozen Gentlemen from the  W. Indies and  N. Carolina. A fine bowling Green here -- fine Turtle and  admirable Wine.
493,1774-10-22,Dined in the Country with Mr. Dickinson with all the  Delegates from  N. England. Mr. Duane Mr.  Reed Mr. Livingstone &c.
494,1774-10-23,Supped and spent the Remainder of the Evening at Mr. Jo.  Reeds with Coll. Lee  Dr. Shippen Mr. Cary Dr.  Loring &c.   27    
495,1774-10-24,Spent the Evening at home. Coll.  Dyer Judge Sherman and Coll. Floyd came in and spent the Evening with  Mr. Adams and me. Mr. Mifflin and  General Lee came in. Lee's Head is running  upon his new Plan of a Battallion.
496,1774-10-25,Dined with Mr. Clymer. General Lee &c.  there.
497,1774-10-26,Dined at Home. This Day the Congress finished. Spent the Evening together at  the City Tavern -- all the Congress and several Gentlemen of the Town.   28    
498,1774-10-27,Went this Morning with Mr. Tudor to see the Carpenters  Hall and the Library and to Mr. Barrells and  Bradfords and then to the State House to see the  Supream Court sitting. Heard Mr.  Wilcox and Mr. Reed argue a Point of Law concerning  the Construction of a Will. Three JudgesChew  Willing and Moreton.
499,1774-10-28,Took our Departure in a very great Rain from the happy the peacefull the elegant the hospitable and polite City  of  Phyladelphia. -- It is not very  likely that I shall ever see this Part of the World again but I shall ever  retain a most greatefull pleasing Sense of the  many Civilities I have received in it. And shall think myself happy to have an  opportunity of returning them. -- Dined at Andersons and  reached Priestly's of  Bristol at Night twenty miles from  Phyladelphia where We are as  happy as We can wish.   29    
500,1774-10-29,Lodged at Farmers in  Brunswick.
501,1774-10-30,My Birthday. I am 39 Years of Age. -- Rode to  Elizabeth Town in  New Jersey where We are to dine. Rode down to  Elizabeth Town Point and put our Carriage and all our Horses  into two Ferry Boats. Sail'd or rather rowed Six Miles to a Point on  Staten Island where We stoped and  went into a Tavern. Got to Hulls in  New York about 10 O Clock at night.   30    
502,1774-10-31,The Sons of Liberty are in the Horrors here. They think they have lost  ground since We passed thro this City. Their  Delegates have agreed with the Congress which I suppose they imagine has  given additional Importance to their Antagonists
503,1774-11-01,Left Brother Paine at  New York to go by the Packett to  New Port. Rode to  Cocks at  Kings bridge to break fast to  Havilands at  Rye to Dinner and to Knaps at  Horse Neck in  Greenwich to lodge.
504,1774-11-02,Rode to Bulkleys at  Fairfield to dinner and to Captn. Benjamins of  Stratford to lodge.   31    
505,1774-11-03,Twenty miles from  Middletown We met two Gentlemen from thence who came on Purpose  to meet us and invite us to dine tomorrow at  Middletown. We excused ourselves with great Earnestness.
506,1774-11-04,Dined at  Hartford at Bulls where we had the Pleasure of seeing  Mr. Adams's Minister Mr. How who is supposed  to be courting here. Lodged at Dr.  Chafy's [Chaffee's] in  Windsor. Very cordially entertained.
507,1774-11-05,Arrived about 7 O Clock at Scotts of  Palmer alias  Kingston where We are to lodge. Scott and his  Wife are at this instant great Patriots. Zealous Americans.  Scotts faith is very strong that they will repeal all the  Acts this very winter. Dr. Dana told Us all  America and  G. Britain and  Europe ow'd us Thanks and that the Ministry would lay hold of  our Consent that they should regulate Trade and our Petition and grant us  Relief this Winter. -- But neither the Doctors nor Scotts  Faith are my Faith.
508,1774-11-06,We walked to Meeting above 2 Miles at Noon. We walked 1/4 of a Mile and staid at one Quintouns an old Irishman  and a friendly cordial Reception we had. The old Man was so rejoiced to see us  he could hardly speak -- more glad to see Us he said than he should to see  Gage and all his Train. -- I saw a Gun. The young  Man said that Gun marched 8 Miles towards Boston on the late  Alarm. Almost the whole Parish marched off and the People seemed really  disappointed when the News was contradicted.
509,1774-11-07,Lodged at Hunts in  Spencer.
510,1774-11-08,Lodged at Coll. Buckminsters of  Framingham.   35    
511,1774-11-09,Break fasted at Reeve's of  Sudbury.  s 36 - 48  [ s -- no s available ]    [  -- ]    [  -- ]
512,1775-04-30,Heard Mr. Strong all Day. At Night a Man came in and  inform'd us of the Death of Josa. Quincy. -- Proh Dolor! --   4    
513,1775-08-28,s d  Took with me consisting in 62:10s Pen. Currency in Paper  Bills and 20 L.M of Mass in silver and Gold. 70  0: 0   10    
514,1775-09-03,At  Woodstock. Heard Mr.  Learned [Leonard] from Is. 32:16. The Work of  Righteousness is Peace and the Effect of Righteousness Quietness and  assurance forever.  s 26 - 35  [ s -- no s available ]   36  [  --  ]   37    
515,1775-09-15,Mr. Dickinsons Air Gate and Action are not much more  elegant.   4    
516,1775-09-16,Parson Gordon of  Roxbury spent the Evening here. -- I fear his indiscreet Prate  will do harm in this City. He is an eternal Talker and somewhat vain and not  accurate nor judicious. Very zealous in the Cause and a well meaning Man but  incautious and not sufficiently tender of the Character of our Province upon  which at this Time much depends. Fond of being thought a Man of Influence at  Head Quarters and with our Council and House and with the general Officers of  the Army and also with Gentlemen in this City and other Colonies. -- He is a  good Man but wants a Guide.
517,1775-09-17,There is a great deal of Simplicity and Innocence in this worthy Man but  very little Elegance or Ingenuity. -- In Prayer he hangs his Head in an Angle  of 45 over his right Shoulder. In Sermon which is delivered without Notes he  throws himself into   6      a Variety of indecent Postures. Bends his Body  Points his Fingers and throws about his Arms without any Rule or Meaning at  all. He is totally destitute of the Genius and Eloquence  of Duffil [Duffield] has no Imagination No  Passions no Wit and very little no Taste and very little Learning  but a great deal of Goodness of Heart.
518,1775-09-18,In the afternoon Mr. S.A. and I made visit  at Mrs. Bedfords to the  Maryland Gentlemen. We found Paca  and Chase and a polite Reception from   7      them. Chase is ever social and talkative. He  seems in better Humour than he was before the  Adjournment. His Colony have acted with Spirit in Support of the Cause. They  have formed themselves into a System and enjoyned an  Association if that is not an Absurdity.
519,1775-09-19,This Morning Mr. Henry Hill with his Brother Nat. Barrett came to visit  us.Paine introduced him to Mrs. Yard as one  of the Poor of  Boston. He is here with his Wife on a Visit to her Brother. P.  cries You H. Hill what did you come here for? Who did you  bring with you? ha! ha! ha!
520,1775-09-20,Took a Walk in Company with Govr. Ward Mr.  Gadsden and his Son and Mr. S. Adams to  a little Box in the Country belonging to old Mr. Marshall  the father of three Sons who live in the City. A fine facetious old Gentleman  an excellent Whigg. There We drank Coffee. A fine Garden. A little Box of one  Room. Very chearfull and good humoured.
521,1775-09-21,D. he says sinks here in the public  opinion. That many Gentlemen chime in with a spirited   9      Publication  in the Paper of Wednesday which blames the conduct of several Gentlemen of  Fortune D. Cad. R.  and J. Allen &c.
522,1775-09-22,Mr. Gordon spent the Evening here.
523,1775-09-23,Dyer and Serjeant of  Princetown spent the Evening here.  S. says that the Irish Interest in this City has been the Support of  Liberty.Maes [Mease ] &c. are leaders in  it. The Irish and the Presbyterian Interest coalesce.   10    
524,1775-09-24,I had nearly forgot a Conversation with Dr.  Coombe concerning assassinationHenry  4.Sully Buckingham &c.  c.Coombe has read Sullys Memoirs with  great Attention.
525,1775-09-25,Spent the Evening with Lynch at the City Tavern. He thinks  the Row Gallies and Vesseau de Frize inadequate to the Expence.
526,1775-09-26,Wrote to Mrs. A. and Mr. and Mrs. W.   14    
527,1775-09-27,Mr. Bullock after Dinner invited me to take a ride with him  in his Phaeton which I did. He is a solid clever Man. He was President of  their Convention.
528,1775-09-28,Rittenhouse is a tall slender Man plain soft modest no  remarkable Depth or thoughtfullness in his  Face -- yet cool attentive and clear.   17    
529,1775-10-25,These Proprietors have no Grant from the Crown nor from any Colony are  within the Limits of  Virginia and  North Carolina by their Charters which bound those Colonies on  the South Sea. They are charged with Republican Notions -- and Utopian  Schemes.
530,1775-10-29,Heard Mr. Carmichael at Mr. Duffils on  Trust in the Lord and do good so shall yo dwell in the Land and verily thou  shallt be fed.   19    
532,1775-12-09,Having Yesterday [asked and] obtained Leave of Congress  to go home this Morning I mounted with my own Servant only about twelve o  Clock and reached  the red Lyon about two where I dine The Roads very miry and  dirty the Weather pleasant and not cold.
533,1775-12-10,In the Evening Mr. Baldwin came to see me. We waited  on Dr. Witherspoon the President of the Colledge where we saw Mr. Smith and two  other of the light Horse from  Philadelphia goin to the Camp with a Waggon.   21  [  --  ]   22    
534,1776-01-24,Began my journey to  Phildelphia dined at C. [Colonel]  Miffiins at  Cambridge with G. Washington  and Gates and their Ladies and half a Dozen Sachems  and Warriours of the french Cocknowaga Tribe with their Wives and Children.  Williams is one who was captivated in his Infancy and  adopted. There is a Mixture of White Blood french or English in most of  them.Louis their Principal speaks English and french as well  as Indian. It was a Savage feast carnivorous Animals devouring their Pray. Yet  they were wondrous polite. The General introduced me to them as one of the  Grand Council Fire at Philadelphia upon which they made me many  Bows and a cordial Reception.
535,1776-01-25,After Dinner rode to Maynards and supped there very  agreably.
536,1776-01-26,Stopped at Sternes's [Stearns's] in  Worcester and dined with Mr. Lincoln at  Mr. Jonathan Williams's. In Putnams Office where I formerly  trimm'd the Midnight Lamp Mr. Williams keeps Laws Works and  Jacob Behmens with whose Mistical  Reveries he is much captivated.   6    
